timestamp,rps,value,label
1573912800000,0,68.33333333333333,0
1573913100000,0,68,0
1573913400000,0,69,0
1573913700000,0,69.5,0
1573914000000,0,69.33333333333333,0
1573914300000,0,68.5,0
1573914600000,0,69.33333333333333,0
1573914900000,0,67.5,0
1573915200000,0,71.33333333333333,0
1573915500000,0,67.5,0
1573915800000,0,70.33333333333333,0
1573916100000,0,70.5,0
1573916400000,0,68.66666666666667,0
1573916700000,0,70.5,0
1573917000000,0,69.33333333333333,0
1573917300000,0,71.5,0
1573917600000,0,69.66666666666667,0
1573917900000,0,70.5,0
1573918200000,0,70.66666666666667,0
1573918500000,0,71.5,0
1573918800000,0,72.66666666666667,0
1573919100000,0,74,0
1573919400000,0,71.66666666666667,0
1573919700000,0,71,0
1573920000000,0,72.66666666666667,0
1573920300000,0,76.5,0
1573920600000,0,73.66666666666667,0
1573920900000,0,73,0
1573921200000,0,75,0
1573921500000,0,77.5,0
1573921800000,0,77.66666666666667,0
1573922100000,0,75,0
1573922400000,0,74,0
1573922700000,0,76.5,0
1573923000000,0,75.66666666666667,0
1573923300000,0,76,0
1573923600000,0,75.33333333333333,0
1573923900000,0,77.5,0
1573924200000,0,82.33333333333333,0
1573924500000,0,77.5,0
1573924800000,0,79,0
1573925100000,0,79.5,0
1573925400000,0,78,0
1573925700000,0,78.5,0
1573926000000,0,81.33333333333333,0
1573926300000,0,81,0
1573926600000,0,77.5,0
1573926900000,0,82.5,0
1573927200000,0,79,0
1573927500000,0,79.5,0
1573927800000,0,77.66666666666667,0
1573928100000,0,81.5,0
1573928400000,0,77.33333333333333,0
1573928700000,0,77.5,0
1573929000000,0,80,0
1573929300000,0,74,0
1573929600000,0,81.66666666666667,0
1573929900000,0,80.5,0
1573930200000,0,78.66666666666667,0
1573930500000,0,78.5,0
1573930800000,0,74,0
1573931100000,0,78.5,0
1573931400000,0,81,0
1573931700000,0,80.5,0
1573932000000,0,80.66666666666667,0
1573932300000,0,78,0
1573932600000,0,78.33333333333333,0
1573932900000,0,81,0
1573933200000,0,79.33333333333333,0
1573933500000,0,79.5,0
1573933800000,0,81,0
1573934100000,0,81.5,0
1573934400000,0,78,0
1573934700000,0,78,0
1573935000000,0,76,0
1573935300000,0,80,0
1573935600000,0,81,0
1573935900000,0,80,0
1573936200000,0,79.66666666666667,0
1573936500000,0,77,0
1573936800000,0,80.66666666666667,0
1573937100000,0,83,0
1573937400000,0,79.33333333333333,0
1573937700000,0,81.5,0
1573938000000,0,76.33333333333333,0
1573938300000,0,77.5,0
1573938600000,0,75.66666666666667,0
1573938900000,0,81.5,0
1573939200000,0,79,0
1573939500000,0,75,0
1573939800000,0,76,0
1573940100000,0,77.5,0
1573940400000,0,78.66666666666667,0
1573940700000,0,82.5,0
1573941000000,0,76,0
1573941300000,0,77,0
1573941600000,0,73.66666666666667,0
1573941900000,0,73.5,0
1573942200000,0,74,0
1573942500000,0,78,0
1573942800000,0,75.33333333333333,0
1573943100000,0,77,0
1573943400000,0,73,0
1573943700000,0,75.5,0
1573944000000,0,76.66666666666667,0
1573944300000,0,75,0
1573944600000,0,74.33333333333333,0
1573944900000,0,78.5,0
1573945200000,0,73.66666666666667,0
1573945500000,0,71.5,0
1573945800000,0,71.66666666666667,0
1573946100000,0,73.5,0
1573946400000,0,71.66666666666667,0
1573946700000,0,75.5,0
1573947000000,0,72,0
1573947300000,0,71,0
1573947600000,0,72.66666666666667,0
1573947900000,0,74,0
1573948200000,0,73,0
1573948500000,0,74,0
1573948800000,0,72,0
1573949100000,0,68.5,0
1573949400000,0,69,0
1573949700000,0,70.5,0
1573950000000,0,71.33333333333333,0
1573950300000,0,71,0
1573950600000,0,69.33333333333333,0
1573950900000,0,68.5,0
1573951200000,0,70,0
1573951500000,0,71,0
1573951800000,0,69.33333333333333,0
1573952100000,0,69,0
1573952400000,0,69.33333333333333,0
1573952700000,0,68,0
1573953000000,0,65,0
1573953300000,0,69,0
1573953600000,0,67.66666666666667,0
1573953900000,0,67,0
1573954200000,0,69.33333333333333,0
1573954500000,0,66,0
1573954800000,0,68,0
1573955100000,0,67.5,0
1573955400000,0,67,0
1573955700000,0,67,0
1573956000000,0,67.02380952380952,0
1573956300000,0,67.04761904761905,0
1573956600000,0,67.07142857142857,0
1573956900000,0,67.0952380952381,0
1573957200000,0,67.1190476190476,0
1573957500000,0,67.14285714285714,0
1573957800000,0,67.16666666666667,0
1573958100000,0,67.19047619047619,0
1573958400000,0,67.21428571428571,0
1573958700000,0,67.23809523809524,0
1573959000000,0,67.26190476190476,0
1573959300000,0,67.28571428571429,0
1573959600000,0,67.30952380952381,0
1573959900000,0,67.33333333333333,0
1573960200000,0,67.35714285714286,0
1573960500000,0,67.3809523809524,0
1573960800000,0,67.4047619047619,0
1573961100000,0,67.42857142857143,0
1573961400000,0,67.45238095238095,0
1573961700000,0,67.47619047619048,0
1573962000000,0,67.5,0
1573962300000,0,67.52380952380952,0
1573962600000,0,67.54761904761905,0
1573962900000,0,67.57142857142857,0
1573963200000,0,67.5952380952381,0
1573963500000,0,67.6190476190476,0
1573963800000,0,67.64285714285714,0
1573964100000,0,67.66666666666667,0
1573964400000,0,67.69047619047619,0
1573964700000,0,67.71428571428571,0
1573965000000,0,67.73809523809524,0
1573965300000,0,67.76190476190476,0
1573965600000,0,67.78571428571429,0
1573965900000,0,67.80952380952381,0
1573966200000,0,67.83333333333333,0
1573966500000,0,67.85714285714286,0
1573966800000,0,67.8809523809524,0
1573967100000,0,67.9047619047619,0
1573967400000,0,67.92857142857143,0
1573967700000,0,67.95238095238095,0
1573968000000,0,67.97619047619048,0
1573968300000,0,68,0
1573968600000,0,67,0
1573968900000,0,64,0
1573969200000,0,67.33333333333333,0
1573969500000,0,68.5,0
1573969800000,0,68.33333333333333,0
1573970100000,0,64.5,0
1573970400000,0,62,0
1573970700000,0,64,0
1573971000000,0,67.66666666666667,0
1573971300000,0,64,0
1573971600000,0,67.33333333333333,0
1573971900000,0,66.5,0
1573972200000,0,67.33333333333333,0
1573972500000,0,67,0
1573972800000,0,69.33333333333333,0
1573973100000,0,67.5,0
1573973400000,0,66.66666666666667,0
1573973700000,0,70.5,0
1573974000000,0,68,0
1573974300000,0,68.5,0
1573974600000,0,67,0
1573974900000,0,68,0
1573975200000,0,67.66666666666667,0
1573975500000,0,67.5,0
1573975800000,0,67.66666666666667,0
1573976100000,0,69,0
1573976400000,0,67.33333333333333,0
1573976700000,0,71,0
1573977000000,0,67.66666666666667,0
1573977300000,0,70.5,0
1573977600000,0,66.66666666666667,0
1573977900000,0,69.5,0
1573978200000,0,67.66666666666667,0
1573978500000,0,68.5,0
1573978800000,0,66.33333333333333,0
1573979100000,0,69,0
1573979400000,0,68,0
1573979700000,0,69,0
1573980000000,0,69,0
1573980300000,0,70.5,0
1573980600000,0,68,0
1573980900000,0,69.5,0
1573981200000,0,64.33333333333333,0
1573981500000,0,67.5,0
1573981800000,0,69.33333333333333,0
1573982100000,0,68.5,0
1573982400000,0,66.33333333333333,0
1573982700000,0,69,0
1573983000000,0,66.66666666666667,0
1573983300000,0,67.5,0
1573983600000,0,68,0
1573983900000,0,70.5,0
1573984200000,0,68.33333333333333,0
1573984500000,0,67,0
1573984800000,0,66,0
1573985100000,0,66.5,0
1573985400000,0,66.33333333333333,0
1573985700000,0,67.5,0
1573986000000,0,64,0
1573986300000,0,66,0
1573986600000,0,68.33333333333333,0
1573986900000,0,67.5,0
1573987200000,0,66.66666666666667,0
1573987500000,0,66.5,0
1573987800000,0,68.66666666666667,0
1573988100000,0,69.5,0
1573988400000,0,67.33333333333333,0
1573988700000,0,67.5,0
1573989000000,0,66.66666666666667,0
1573989300000,0,68.5,0
1573989600000,0,68.66666666666667,0
1573989900000,0,69.5,0
1573990200000,0,68.33333333333333,0
1573990500000,0,69,0
1573990800000,0,68.66666666666667,0
1573991100000,0,68.5,0
1573991400000,0,66.33333333333333,0
1573991700000,0,67,0
1573992000000,0,66.33333333333333,0
1573992300000,0,65,0
1573992600000,0,66.33333333333333,0
1573992900000,0,66,0
1573993200000,0,67,0
1573993500000,0,70,0
1573993800000,0,66.33333333333333,0
1573994100000,0,66,0
1573994400000,0,67,0
1573994700000,0,67.5,0
1573995000000,0,67.33333333333333,0
1573995300000,0,70.5,0
1573995600000,0,66.66666666666667,0
1573995900000,0,66,0
1573996200000,0,65.66666666666667,0
1573996500000,0,67.5,0
1573996800000,0,67.33333333333333,0
1573997100000,0,66.5,0
1573997400000,0,67.33333333333333,0
1573997700000,0,66,0
1573998000000,0,65.33333333333333,0
1573998300000,0,68.5,0
1573998600000,0,67.66666666666667,0
1573998900000,0,63.5,0
1573999200000,0,64.66666666666667,0
1573999500000,0,64.5,0
1573999800000,0,66.66666666666667,0
1574000100000,0,66,0
1574000400000,0,65,0
1574000700000,0,67.5,0
1574001000000,0,67.33333333333333,0
1574001300000,0,67,0
1574001600000,0,69.33333333333333,0
1574001900000,0,71,0
1574002200000,0,69,0
1574002500000,0,70,0
1574002800000,0,68,0
1574003100000,0,67,0
1574003400000,0,66,0
1574003700000,0,67,0
1574004000000,0,69,0
1574004300000,0,70,0
1574004600000,0,71,0
1574004900000,0,67.5,0
1574005200000,0,69.33333333333333,0
1574005500000,0,71,0
1574005800000,0,68.66666666666667,0
1574006100000,0,71,0
1574006400000,0,70,0
1574006700000,0,73,0
1574007000000,0,73.66666666666667,0
1574007300000,0,73,0
1574007600000,0,71,0
1574007900000,0,75.5,0
1574008200000,0,73.66666666666667,0
1574008500000,0,72.5,0
1574008800000,0,69.66666666666667,0
1574009100000,0,76,0
1574009400000,0,75.33333333333333,0
1574009700000,0,72.5,0
1574010000000,0,74,0
1574010300000,0,75.5,0
1574010600000,0,74.66666666666667,0
1574010900000,0,69.5,0
1574011200000,0,74.33333333333333,0
1574011500000,0,76.5,0
1574011800000,0,75.33333333333333,0
1574012100000,0,78,0
1574012400000,0,77.33333333333333,0
1574012700000,0,75,0
1574013000000,0,76.66666666666667,0
1574013300000,0,78.5,0
1574013600000,0,75,0
1574013900000,0,75.5,0
1574014200000,0,75,0
1574014500000,0,78.5,0
1574014800000,0,74.66666666666667,0
1574015100000,0,77,0
1574015400000,0,75,0
1574015700000,0,73,0
1574016000000,0,76.66666666666667,0
1574016300000,0,78.5,0
1574016600000,0,75,0
1574016900000,0,79,0
1574017200000,0,73.66666666666667,0
1574017500000,0,76.5,0
1574017800000,0,76.66666666666667,0
1574018100000,0,77,0
1574018400000,0,75.33333333333333,0
1574018700000,0,75,0
1574019000000,0,75.33333333333333,0
1574019300000,0,78,0
1574019600000,0,74,0
1574019900000,0,79.5,0
1574020200000,0,77.33333333333333,0
1574020500000,0,80.5,0
1574020800000,0,73.66666666666667,0
1574021100000,0,74.5,0
1574021400000,0,74,0
1574021700000,0,78,0
1574022000000,0,76,0
1574022300000,0,77,0
1574022600000,0,75,0
1574022900000,0,74.5,0
1574023200000,0,79,0
1574023500000,0,80,0
1574023800000,0,73.33333333333333,0
1574024100000,0,80,0
1574024400000,0,74.66666666666667,0
1574024700000,0,73,0
1574025000000,0,75,0
1574025300000,0,79.5,0
1574025600000,0,75.66666666666667,0
1574025900000,0,74.5,0
1574026200000,0,74,0
1574026500000,0,71,0
1574026800000,0,75,0
1574027100000,0,76.5,0
1574027400000,0,75.66666666666667,0
1574027700000,0,74.5,0
1574028000000,0,74,0
1574028300000,0,72,0
1574028600000,0,71.66666666666667,0
1574028900000,0,76,0
1574029200000,0,73.33333333333333,0
1574029500000,0,71.5,0
1574029800000,0,72.66666666666667,0
1574030100000,0,73,0
