timestamp,rps,1,2,3,4,6,7,13,14,16,19,20,21,23,25,26,28,label
2017/8/11 15:01,0,0,1.299999952,93.48,34.8,33.53,96.86,31.8,98.22,35.36,13.1875,1.799999952,34.62,34.63,3.1875,3.25,93.71,0
2017/8/11 15:02,0,0,1.25,96.12,33.95,32.19,101.43,31.62,97.18,33.15,11.375,1.75,32.81,35.73,3.3125,2.950000048,96.82,0
2017/8/11 15:03,0,0,1.299999952,96.38,35.04,33.04,100.72,30.66,98.32,31.03,11.9375,1.899999976,34.21,31.26,3.1875,3.049999952,93.71,0
2017/8/11 15:04,0,0,1.350000024,94.25,33.89,30.26,103.15,31.95,94.84,33.98,8.375,1.950000048,30.95,34.62,3.25,2.700000048,96.25,0
2017/8/11 15:05,0,0,1.200000048,98.14,34.1,33.06,90.1,32.33,98.52,33.1,13.8125,1.799999952,34.14,32.41,3.125,3.150000095,98.57,0
2017/8/11 15:06,0,0,1.350000024,91.72,35.38,33.13,93.37,34.8,98.5,32.7,8.25,2.099999905,32.02,34.45,3.0625,3.200000048,98.65,0
2017/8/11 15:07,0,0,1.299999952,81.17,35.17,35,98,31.83,102.02,31.68,12.625,2,34.72,31.09,3.25,2.900000095,94.98,0
2017/8/11 15:08,0,0,1.25,76.85,33.44,33.1,101.35,32.81,108.78,33.5,12.5,1.799999952,33.73,35.9,3.3125,3.049999952,95.37,0
2017/8/11 15:09,0,0,1.25,78.49,32.68,30.67,96.65,28.99,103.3,30.52,9.75,1.899999976,30.86,32.52,3.1875,3.099999905,94.56,0
2017/8/11 15:10,0,0,1.350000024,95.18,34.56,29.69,102.29,29.96,98.52,31.64,12.6875,1.850000024,30.83,31.47,3.1875,2.799999952,97.11,0
2017/8/11 15:11,0,0,1.25,95.97,33.43,30.89,92.38,29.15,94.17,30.62,8.625,2.25,29.97,31.56,3.25,3.400000095,87.6,0
2017/8/11 15:12,0,0,1.549999952,100.75,32.71,29.87,87.61,29.86,100.11,29.42,12.9375,2.099999905,30.3,30.75,3.25,3.150000095,98.52,0
2017/8/11 15:13,0,0,1.549999952,96.37,36.1,29.36,88.36,27.61,91.89,31.07,10.5625,1.899999976,32.11,30.63,3.375,3.400000095,99.07,0
2017/8/11 15:14,0,0,1.25,96.71,34.49,29.48,91.68,28.19,100.59,29.92,11.3125,1.850000024,28.99,29.07,3.125,3.200000048,95.1,0
2017/8/11 15:15,0,0,1.399999976,94.39,38.93,30.05,85.91,26.89,99.34,30.04,11.5625,1.950000048,30.14,30.25,3.0625,3.400000095,100.84,0
2017/8/11 15:16,0,0,1.299999952,87.99,36.01,30.27,85.61,27.22,92.72,31.2,10.4375,1.799999952,30.42,30.31,3.1875,3.25,98.57,0
2017/8/11 15:17,0,0,1.25,95.31,38.3,29.64,101.09,27.19,90.59,32.57,9.6875,1.700000048,34.67,31.83,3,2.849999905,100.41,0
2017/8/11 15:18,0,0,1.299999952,87.95,33.83,31.22,94.57,28.69,95.22,35.02,10.9375,1.799999952,32.45,31.27,3.1875,2.849999905,97.99,0
2017/8/11 15:19,0,0,1.25,95.17,35.61,29.85,100.7,25.78,89.29,31.23,12.875,2.25,33.93,32.16,3.125,3.400000095,90.63,0
2017/8/11 15:20,0,0,1.25,93.06,35.02,31.66,98.73,28.55,90.98,32.75,10.75,1.799999952,32.28,30.38,3.1875,3.200000048,93.35,0
2017/8/11 15:21,0,0,1.450000048,90.38,36.64,30.32,103.24,29.21,95.11,29.86,11.0625,2.049999952,32.85,30.54,3.25,3.299999952,94.25,0
2017/8/11 15:22,0,0,1.299999952,102.19,39.17,34.09,104.68,31.22,100.52,31.1,10.75,1.75,33.67,32.07,3.25,3.349999905,97.84,0
